Term;Stemmed;Variations;Getting started;Types and functions;Defining types, streamlining functions;Functional programming;Writing a library: working with JSON data;Using typeclasses;Input and output;Efficient file processing, regular expressions, and file name matching;I/O case study: a library for searching the filesystem;Code case study: parsing a binary data format;Testing and quality assurance;Barcode recognition;Data structures;Monads;Programming with monads;The Parsec parsing library;The foreign function interface;Monad transformers;Error handling;Systems programming;Working with databases;Web client programming;GUI programming;Basic concurrent and parallel programming;Profiling and tuning for performance;Advanced library design: building a Bloom filter;Network programming;Software transactional memory
magic number;magic number;magic numbers, magic number;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
composite data type;composite data type;composite data types, composite data type;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
code;code;code;8;29;17;49;35;14;25;15;38;30;33;29;14;52;43;9;45;18;11;10;5;10;7;35;29;29;3;25
partial;partial;partial;0;1;0;15;0;0;2;0;4;0;0;4;5;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0
blending c with haskell;blending c with haskell;blending c with haskell;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
waiting for other threads;waiting for other thread;waiting for other threads;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
global;global;global;0;5;1;0;3;0;3;0;0;0;0;0;0;4;0;0;1;1;0;0;0;0;0;0;0;1;0;0
dynamic;dynamic;dynamic;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0
precedence and associativity;precedence and associativity;precedence and associativity;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CSV file;csv file;CSV files, CSV file;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0
fromrational function;fromrational function;fromrational function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
state monad;state monad;state monad;0;0;0;0;0;0;0;0;0;0;0;0;0;20;14;0;0;7;2;0;0;0;0;0;0;1;0;1
query;query;queries, query;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;1;0;0;1;2;31;1;0;0;0;4;0;0
declarations (module);declaration ( module );declarations (module);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
linebuffering mode (buffermode);linebuffering mode ( buffermode );linebuffering mode (buffermode);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
map function;map function;map function;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
polymorphic list type;polymorphic list type;polymorphic list types, polymorphic list type;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
withforeignptr function;withforeignptr function;withforeignptr function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
inductive/recursive case;inductive/recursive case;inductive/recursive case;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hputstrln function;hputstrln function;hputstrln function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
sqrt function;sqrt function;sqrt function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
interact;interact;interact;0;0;0;1;0;0;10;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
tail;tail;tail;0;10;1;27;0;0;1;5;1;0;0;1;3;0;0;0;1;0;5;0;0;0;0;0;3;0;0;0
quality assurance;quality assurance;quality assurance;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lift function 2nd;lift function 2nd;lift function 2nd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HUnit library;hunit library;HUnit library;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
child socket;child socket;child sockets, child socket;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
main function;main function;main function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
anchored regular expression;anchored regular expression;anchored regular expressions, anchored regular expression;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
predicate;predicate;predicates, predicate;0;13;0;18;0;0;0;0;39;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
impure function;impure function;impure functions, impure function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
implicit state;implicit state;implicit state;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
join function;join function;join function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
zip function;zip function;zip function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
blockbuffering mode (buffermode);blockbuffering mode ( buffermode );blockbuffering mode (buffermode);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
associativity of operators;associativity of operator;associativity of operators;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
exception;exception;exceptions, exception;0;0;0;0;0;5;5;18;12;0;1;0;0;3;0;0;0;1;113;2;6;0;1;6;0;0;0;5
prepare function;prepare function;prepare function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
control-with-character escapes;control-with-character escapes;control-with-character escapes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
global variable;global variable;global variables, global variable;0;4;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
lookaheads (regular expressions);lookaheads ( regular expression );lookaheads (regular expressions);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
numeric 2nd;numeric 2nd;numeric 2nd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
syntax;syntax;syntax;4;3;14;1;0;0;2;9;1;3;1;4;0;7;0;0;7;0;1;2;1;1;0;1;0;0;0;0
throw function;throw function;throw function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
programming environment;programming environment;programming environment;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
mapreduce (google);mapreduce ( google );mapreduce (google);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
diffarray type;diffarray type;diffarray type;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
product type;product type;product types, product type;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hash tables 2nd;hash table 2nd;hash tables 2nd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
binary datum;binary datum;binary data, binary datum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ST (state thread) monad;st ( state thread ) monad;ST (state thread) monad;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
list;list;lists, list;24;56;55;211;36;23;11;32;29;4;37;49;65;47;25;14;18;4;19;12;10;1;1;30;53;17;0;9
mapreduce;mapreduce;mapreduce;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0
structural recursion;structural recursion;structural recursion;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
plusptr function;plusptr function;plusptr function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lazy function;lazy function;lazy functions, lazy function;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
runparse function;runparse function;runparse function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
two-dimensional array;two-dimensional array;two-dimensional arrays, two-dimensional array;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
vs. space;vs. space;vs. spaces, vs. space;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
function for 2nd;function for 2nd;functions for 2nd, function for 2nd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
p5 (raw) netpbm image format;p5 ( raw ) netpbm image format;p5 (raw) netpbm image format;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
systems programming;system programming;systems programming;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Data.Dynamic module;Data.Dynamic module;Data.Dynamic module;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
queries (database);query ( database );queries (database);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tan function;tan function;tan function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
built-in;built-in;built-in;0;0;2;1;0;2;0;1;0;0;0;0;2;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
emptydatadecls language extension;emptydatadecls language extension;emptydatadecls language extension;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
overlappinginstances 2nd;overlappinginstances 2nd;overlappinginstances 2nd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PCRE libraries and;PCRE libraries and;PCRE libraries and;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
fold;fold;fold;0;0;0;26;1;0;0;0;15;0;3;9;3;0;0;0;1;0;0;0;1;0;0;5;12;0;0;0
typeclasses 2nd;typeclasses 2nd;typeclasses 2nd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pipe (|);pipe (|);pipe (|);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
arbitrary function;arbitrary function;arbitrary function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
line-aligned chunk;line-aligned chunk;line-aligned chunks, line-aligned chunk;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
head normal form (HNF);head normal form ( hnf );head normal form (HNF);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
form function;form function;form function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
synonyms (types);synonym ( type );synonyms (types);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
readability;readability;readability;0;1;4;7;0;0;0;1;4;2;0;1;1;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0
maxbound function;maxbound function;maxbound function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
escaping text;escaping text;escaping text;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
color image;color image;color images, color image;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
section;section;sections, section;3;6;11;21;3;11;21;2;5;3;0;6;6;11;10;7;3;2;7;3;5;2;4;4;3;5;1;0
prefix form;prefix form;prefix form;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
x86_64 assembly;x86_64 assembly;x86_64 assembly;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
decoding;decoding;decoding;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
binding function [see (>>=) operator];binding function [ see (>>=) operator ];binding function [see (>>=) operator];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
updatelookupwithkey type;updatelookupwithkey type;updatelookupwithkey type;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
foldr function 2nd;foldr function 2nd;foldr function 2nd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
byetstring module;byetstring module;byetstring module;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bounded variable;bounded variable;bounded variables, bounded variable;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
map type;map type;map type;0;0;0;0;0;0;0;0;0;1;0;3;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
GET method (HTTP);get method ( http );GET method (HTTP);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XML;xml;XML;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;11;0;0;0;0;0
shared-state;shared-state;shared-state;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
escaping;escaping;escaping;3;0;0;0;4;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
modification time;modification time;modification times, modification time;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
loop function;loop function;loop function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
parse type;parse type;parse type;0;0;0;0;0;0;0;0;0;3;0;0;0;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0
writert monad transformer;writert monad transformer;writert monad transformer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
understanding;understanding;understanding;1;6;0;3;1;0;1;0;0;1;0;0;0;2;0;0;0;2;2;0;0;0;0;1;2;0;0;0
generalizednewtypederiving 2nd 3rd;generalizednewtypederiving 2nd 3rd;generalizednewtypederiving 2nd 3rd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
htell function;htell function;htell function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
enumeration notation;enumeration notation;enumeration notation;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
offside rule;offside rule;offside rule;0;0;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
supplying random number;supplying random number;supplying random numbers, supplying random number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
putstrln function 2nd 3rd;putstrln function 2nd 3rd;putstrln function 2nd 3rd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
System.IO.Error module;System.IO.Error module;System.IO.Error module;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ubuntu linux;ubuntu linux;ubuntu linux;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
latency;latency;latency;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1
System.Directory module;System.Directory module;System.Directory module;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
implementation;implementation;implementation;4;0;3;6;2;18;2;2;3;8;6;3;2;9;13;1;5;7;7;5;0;0;1;4;5;3;3;0
regexcontex typeclass;regexcontex typeclass;regexcontex typeclass;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
escape character;escape character;escape characters, escape character;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
folding from right;folding from right;folding from right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
action;action;actions, action;1;2;2;2;0;0;70;3;17;0;0;0;1;36;21;1;0;9;5;1;0;0;5;6;0;3;0;17
transformer stacking order;transformer stacking order;transformer stacking order;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
unlifted function;unlifted function;unlifted functions, unlifted function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
local functions/global variable;local functions/global variable;local functions/global variables, local functions/global variable;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NF (normal form);nf ( normal form );NF (normal form);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
System.Directory library;System.Directory library;System.Directory library;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
infix function;infix function;infix functions, infix function;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
temporary file;temporary file;temporary files, temporary file;0;0;0;0;0;0;7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
whitespace in expressions;whitespace in expression;whitespace in expressions;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
polymorphic testing;polymorphic testing;polymorphic testing;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
programmable semicolon;programmable semicolon;programmable semicolon;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Foreign.Ptr module;Foreign.Ptr module;Foreign.Ptr module;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
listarray function;listarray function;listarray function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
coercion;coercion;coercion;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
language extension;language extension;language extensions, language extension;0;0;0;0;0;9;0;0;0;0;0;0;0;0;5;0;2;1;2;0;0;0;0;0;2;0;0;2
python 2nd 3rd;python 2nd 3rd;python 2nd 3rd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
reverse function;reverse function;reverse function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
getstdrandom function;getstdrandom function;getstdrandom function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pair (2-tuple);pair (2-tuple);pair (2-tuple);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
foldl function;foldl function;foldl function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
overlapping instance;overlapping instance;overlapping instances, overlapping instance;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
readable;readable;readable;0;0;2;6;2;2;0;0;1;0;0;2;0;2;0;4;0;0;1;0;0;0;0;0;0;1;0;0
p3 (plain) netpbm image format;p3 ( plain ) netpbm image format;p3 (plain) netpbm image format;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
prelude module 2nd;prelude module 2nd;prelude module 2nd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JSON (JavaScript Object Notation);json ( javascript object notation );JSON (JavaScript Object Notation);0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
boolean value;boolean value;boolean values, boolean value;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
getdirectorycontents function;getdirectorycontents function;getdirectorycontents function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
mode based testing;mode based testing;mode based testing;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
scope;scope;scope;1;0;7;0;0;0;0;0;2;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0
parsec helper function;parsec helper function;parsec helper functions, parsec helper function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
leaky code;leaky code;leaky code;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
type;type;types, type;42;215;179;37;56;168;38;51;35;56;40;63;50;135;80;18;117;50;49;21;15;6;11;33;34;50;0;12
System.Random module;System.Random module;System.Random module;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
STM monad;stm monad;STM monad;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
splitat function;splitat function;splitat function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
arrays 2nd 3rd;array 2nd 3rd;arrays 2nd 3rd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alternatives (value constructors);alternative ( value constructor );alternatives (value constructors);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
sepby function;sepby function;sepby function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
head function 2nd 3rd;head function 2nd 3rd;head function 2nd 3rd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
widget descriptions saved a;widget description saved a;widget descriptions saved as, widget descriptions saved a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chunk;chunk;chunks, chunk;0;0;0;0;0;0;5;4;0;0;1;1;2;0;0;0;1;0;0;0;1;0;0;19;0;5;0;0
concat function 2nd 3rd;concat function 2nd 3rd;concat function 2nd 3rd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
opentempfile function;opentempfile function;opentempfile function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
group function;group function;group function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
partial application of functions;partial application of function;partial application of functions;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Data.Foldable module 2nd;Data.Foldable module 2nd;Data.Foldable module 2nd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
otherwise expression;otherwise expression;otherwise expression;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
foreignfunctioninterface;foreignfunctioninterface;foreignfunctioninterface;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pretty printer;pretty printer;pretty printers, pretty printer;0;0;0;0;6;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
case expression;case expression;case expression;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bytestring module;bytestring module;bytestring modules, bytestring module;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
socket;socket;sockets, socket;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0
control.Concurrent;control.Concurrent;control.Concurrent;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
raw (p5) netpbm format;raw ( p5 ) netpbm format;raw (p5) netpbm format;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
derivedatatypeable language;derivedatatypeable language;derivedatatypeable language;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bounded typeclass;bounded typeclass;bounded typeclass;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
poke function;poke function;poke function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
xor function;xor function;xor function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
functional programming;functional programming;functional programming;0;1;0;6;1;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
package;package;packages, package;4;0;0;0;50;0;1;2;1;2;0;0;0;1;2;0;0;0;1;0;2;0;2;2;0;25;0;2
installing;installing;installing;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;0;1;0;0;0
binding c to haskell;binding c to haskell;binding c to haskell;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
file descriptors (FDs);file descriptor ( fds );file descriptors (FDs);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
rnf function;rnf function;rnf function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
